date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nr_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
1994-07-26,107659,19132,4607,487,57275,80070,30765,22495,14525,-22795,8270,-309,943,1978,-2
1994-08-02,108168,18627,8062,622,58678,76435,30241,23049,10565,-17757,7192,-505,3455,1403,-3635
1994-08-09,112440,20720,6696,709,55188,81309,35823,23726,14024,-26121,12097,2093,-1366,-3490,4874
1994-08-16,114634,20534,6236,2594,53936,81140,37570,24664,14298,-27204,12906,-186,-460,-1252,-169
1994-08-23,125922,32132,3630,2941,43409,96622,47440,22729,28502,-53213,24711,11598,-2606,-10527,15482
1994-08-30,127292,34100,3630,3020,39071,96524,51101,24118,30470,-57453,26983,1968,0,-4338,-98
1994-09-06,127288,35261,4732,3114,40641,91669,48272,27773,30529,-51028,20499,1161,1102,1570,-4855
1994-09-13,139548,51322,1731,1257,30376,107799,56593,28761,49591,-77423,27832,16061,-3001,-10265,16130
1994-09-20,147992,60189,1274,660,30219,120099,56924,25959,58915,-89880,30965,8867,-457,-157,12300
1994-09-27,147850,58403,1274,443,36146,120669,52858,25464,57129,-84523,27394,-1786,0,5927,570
1994-10-04,139664,58540,1321,935,33432,118877,46757,18531,57219,-85445,28226,137,47,-2714,-1792
1994-10-11,123618,48985,1245,962,37902,102612,35769,18799,47740,-64710,16970,-9555,-76,4470,-16265
1994-10-18,140576,57047,982,716,40074,118581,42739,20297,56065,-78507,22442,8062,-263,2172,15969
1994-10-25,147897,58722,1314,1238,42874,124842,45063,20503,57408,-81968,24560,1675,332,2800,6261
1994-11-01,154860,61119,1832,2315,45876,128833,45550,21880,59287,-82957,23670,2397,518,3002,3991
1994-11-08,169283,68006,2462,2051,47960,141010,51266,23760,65544,-93050,27506,6887,630,2084,12177
1994-11-15,168860,65388,2229,1657,47383,138357,54432,26617,63159,-90974,27815,-2618,-233,-577,-2653
1994-11-22,177104,65098,5159,2038,47418,141886,62550,28021,59939,-94468,34529,-290,2930,35,3529
1994-11-29,188490,63139,5686,2638,58290,152798,64423,27368,57453,-94508,37055,-1959,527,10872,10912
1994-12-06,192663,62467,7951,3335,61949,152239,64912,29138,54516,-90290,35774,-672,2265,3659,-559
1994-12-13,193133,63423,9225,3316,61165,152090,65229,28502,54198,-90925,36727,956,1274,-784,-149
1994-12-20,192853,66254,7363,3214,55327,152836,68058,29440,58891,-97509,38618,2831,-1862,-5838,746
1994-12-27,190567,66296,6782,3176,55632,150287,65463,30322,59514,-94655,35141,42,-581,305,-2549
1995-01-03,191243,67032,6708,3067,55943,153829,65201,27639,60324,-97886,37562,736,-74,311,3542
1995-01-10,201190,70659,7686,2392,56589,159499,71550,31613,62973,-102910,39937,3627,978,646,5670
1995-01-17,179094,42371,8917,3405,69729,130380,63589,36392,33454,-60651,27197,-28288,1231,13140,-29119
1995-01-24,178503,40168,8486,2491,74269,133596,61575,33930,31682,-59327,27645,-2203,-431,4540,3216
1995-01-31,176185,36568,9689,1346,80177,126606,58094,38544,26879,-46429,19550,-3600,1203,5908,-6990
1995-02-07,176815,27919,12486,1924,92702,122724,54270,39681,15433,-30022,14589,-8649,2797,12525,-3882
1995-02-14,171118,22118,6809,980,89166,121253,58854,42076,15309,-32087,16778,-5801,-5677,-3536,-1471
1995-02-21,161145,23624,4663,1753,80957,114552,54811,40177,18961,-33595,14634,1506,-2146,-8209,-6701
1995-02-28,145581,22621,3554,957,78351,109403,43652,31667,19067,-31052,11985,-1003,-1109,-2606,-5149
1995-03-07,144148,20752,3834,1518,76706,105295,45172,33501,16918,-28589,11671,-1869,280,-1645,-4108
1995-03-14,147706,19493,4237,1255,84558,106905,42400,35309,15256,-22347,7091,-1259,403,7852,1610
1995-03-21,154229,16870,7313,449,95437,109606,41473,36861,9557,-14169,4612,-2623,3076,10879,2701
1995-03-28,151558,15110,6289,1165,90583,107654,44700,36450,8821,-17071,8250,-1760,-1024,-4854,-1952
1995-04-04,148644,15878,6366,1935,86451,104400,44380,35943,9512,-17949,8437,768,77,-4132,-3254
1995-04-11,155273,17456,11614,1796,91449,96156,44572,45707,5842,-4707,-1135,1578,5248,4998,-8244
1995-04-18,160389,12298,21012,1708,101080,87859,45303,49810,-8714,13221,-4507,-5158,9398,9631,-8297
1995-04-25,151091,10134,22778,1829,98725,82423,40403,44061,-12644,16302,-3658,-2164,1766,-2355,-5436
1995-05-02,132435,10511,23588,2074,83750,67118,36100,39655,-13077,16632,-3555,377,810,-14975,-15305
1995-05-09,130640,10703,23857,1629,80363,66802,37945,38352,-13154,13561,-407,192,269,-3387,-316
1995-05-16,128267,10535,18105,1927,75529,73110,40276,35125,-7570,2419,5151,-168,-5752,-4834,6308
1995-05-23,123734,10545,19122,1521,73220,71739,38448,31352,-8577,1481,7096,10,1017,-2309,-1371
1995-05-30,128259,10158,21325,2026,76287,71758,39788,33150,-11167,4529,6638,-387,2203,3067,19
1995-06-06,126589,10557,15366,1989,71796,71843,42247,37391,-4809,-47,4856,399,-5959,-4491,85
1995-06-13,123677,8531,14543,286,74522,77744,40338,31104,-6012,-3222,9234,-2026,-823,2726,5901
1995-06-20,122540,8137,13321,192,71272,78145,42939,30882,-5184,-6873,12057,-394,-1222,-3250,401
1995-06-27,118130,15901,3371,284,58720,85798,43225,28677,12530,-27078,14548,7764,-9950,-12552,7653
1995-07-03,107922,15108,3757,275,54076,78444,38463,25446,11351,-24368,13017,-793,386,-4644,-7354
1995-07-11,104243,8966,4237,0,58382,71745,36895,28261,4729,-13363,8634,-6142,480,4306,-6699
1995-07-18,121141,3138,21861,779,78473,63451,38751,35050,-18723,15022,3701,-5828,17624,20091,-8294
1995-07-25,113465,2695,12352,1392,71859,67441,37519,32280,-9657,4418,5239,-443,-9509,-6614,3990
1995-08-01,116936,3571,12652,1340,73333,69941,38692,33003,-9081,3392,5689,876,300,1474,2500
1995-08-08,119545,3576,11863,2379,72753,75645,40837,29658,-8287,-2892,11179,5,-789,-580,5704
1995-08-15,118261,9788,5479,1192,62833,83018,44448,28572,4309,-20185,15876,6212,-6384,-9920,7373
1995-08-22,122944,19533,5023,341,60324,91518,42746,26062,14510,-31194,16684,9745,-456,-2509,8500
1995-08-29,115782,14952,4660,340,59982,85923,40508,24859,10292,-25941,15649,-4581,-363,-342,-5595
1995-09-05,114934,10946,4367,0,60680,80516,43308,30051,6579,-19836,13257,-4006,-293,698,-5407
1995-09-12,113267,9669,2355,409,61644,81084,41545,29419,7314,-19440,12126,-1277,-2012,964,568
1995-09-19,115111,9196,2908,1095,62562,83100,42258,28008,6288,-20538,14250,-473,553,918,2016
1995-09-26,114235,12981,3528,763,61684,79845,38807,30099,9453,-18161,8708,3785,620,-878,-3255
1995-10-03,104679,16711,1192,59,51588,77484,36321,25944,15519,-25896,10377,3730,-2336,-10096,-2361
1995-10-10,110163,18806,2033,66,55288,80602,36003,27462,16773,-25314,8541,2095,841,3700,3118
1995-10-17,119234,19292,2355,635,60867,86986,38440,29258,16937,-26119,9182,486,322,5579,6384
1995-10-24,138641,31879,4152,635,61686,100472,44441,33382,27727,-38786,11059,12587,1797,819,13486
1995-10-31,131185,22556,4245,360,64467,92194,43802,34386,18311,-27727,9416,-9323,93,2781,-8278
1995-11-07,136590,24214,4668,324,67169,97505,44883,34093,19546,-30336,10790,1658,423,2702,5311
1995-11-14,138176,22609,4813,300,71266,97064,44001,35999,17796,-25798,8002,-1605,145,4097,-441
1995-11-21,143685,23329,4837,300,75538,101736,44518,36812,18492,-26198,7706,720,24,4272,4672
1995-11-28,146877,22904,5412,472,78509,102714,44992,38279,17492,-24205,6713,-425,575,2971,978
1995-12-05,158251,33730,5866,559,74637,115814,49325,36012,27864,-41177,13313,10826,454,-3872,13100
1995-12-12,157497,36161,6321,307,70680,114742,50349,36127,29840,-44062,14222,2431,455,-3957,-1072
1995-12-19,155482,34494,4693,310,70128,116171,50550,34308,29801,-46043,16242,-1667,-1628,-552,1429
1995-12-26,158831,37092,5441,301,68952,118903,52486,34186,31651,-49951,18300,2598,748,-1176,2732
1996-01-02,163762,39437,6598,300,69717,123823,54308,33041,32839,-54106,21267,2345,1157,765,4920
1996-01-09,167834,43695,7700,300,66839,126942,57000,32892,35995,-60103,24108,4258,1102,-2878,3119
1996-01-16,150852,24555,5668,353,76799,107031,49145,37800,18887,-30232,11345,-19140,-2032,9960,-19911
1996-01-23,142707,14077,4503,789,81723,99952,46118,37463,9574,-18229,8655,-10478,-1165,4924,-7079
1996-01-30,156422,22253,7068,1190,81303,113174,51676,34990,15185,-31871,16686,8176,2565,-420,13222
1996-02-06,160023,20637,8916,1169,89216,114058,49001,35880,11721,-24842,13121,-1616,1848,7913,884
1996-02-13,159808,25786,3055,534,79672,119580,53816,36639,22731,-39908,17177,5149,-5861,-9544,5522
1996-02-20,161060,30676,2291,662,74308,121673,55414,36434,28385,-47365,18980,4890,-764,-5364,2093
1996-02-27,155605,31434,4729,300,71183,119384,52688,31192,26705,-48201,21496,758,2438,-3125,-2289
1996-03-05,144654,29643,3571,718,66994,109826,47299,30539,26072,-42832,16760,-1791,-1158,-4189,-9558
1996-03-12,153787,35259,4461,1099,68357,117158,49072,31069,30798,-48801,18003,5616,890,1363,7332
1996-03-19,154213,35970,5655,1315,66825,118951,50103,28292,30315,-52126,21811,711,1194,-1532,1793
1996-03-26,150707,33203,5597,877,66231,114110,50396,30123,27606,-47879,20273,-2767,-58,-594,-4841
1996-04-02,142628,25970,6725,824,70611,105800,45223,29279,19245,-35189,15944,-7233,1128,4380,-8310
1996-04-09,148539,25652,7458,1167,72569,108303,49151,31611,18194,-35734,17540,-318,733,1958,2503
1996-04-16,150746,30771,6682,879,68978,113147,50118,30038,24089,-44169,20080,5119,-776,-3591,4844
1996-04-23,138240,17096,6451,449,79641,101209,41054,30131,10645,-21568,10923,-13675,-231,10663,-11938
1996-04-30,131188,11336,8982,512,80492,92508,38848,29186,2354,-12016,9662,-5760,2531,851,-8701
1996-05-07,128669,11057,10686,335,79904,90909,37373,26739,371,-11005,10634,-279,1704,-588,-1599
1996-05-14,132084,14010,6515,519,77732,100067,39823,24983,7495,-22335,14840,2953,-4171,-2172,9158
1996-05-21,147784,27307,7379,1060,71702,112011,47715,27334,19928,-40309,20381,13297,864,-6030,11944
1996-05-28,149306,29848,6725,1322,73266,111694,44870,29565,23123,-38428,15305,2541,-654,1564,-317
1996-06-04,148499,31430,4580,2079,69427,109115,45563,32725,26850,-39688,12838,1582,-2145,-3839,-2579
1996-06-11,151211,31788,5382,3027,67145,108752,49251,34050,26406,-41607,15201,358,802,-2282,-363
1996-06-18,150945,35021,1099,1081,65558,115211,49285,33554,33922,-49653,15731,3233,-4283,-1587,6459
1996-06-25,145864,34149,1334,2082,60356,114236,49277,28212,32815,-53880,21065,-872,235,-5202,-975
1996-07-02,135341,35553,986,1993,51479,105240,46316,27122,34567,-53761,19194,1404,-348,-8877,-8996
1996-07-09,140375,40044,1185,2179,50925,109880,47227,27131,38859,-58955,20096,4491,199,-554,4640
1996-07-16,146491,42598,936,2963,50860,112673,50070,29919,41662,-61813,20151,2554,-249,-65,2793
1996-07-23,143974,39967,1122,2467,53805,109267,47735,31118,38845,-55462,16617,-2631,186,2945,-3406
1996-07-30,153456,44406,2055,2757,57506,114862,48787,33782,42351,-57356,15005,4439,933,3701,5595
1996-08-06,153618,40947,1642,3259,59978,113166,49434,35551,39305,-53188,13883,-3459,-413,2472,-1696
1996-08-13,154962,36551,3614,2955,65403,112661,50053,35732,32937,-47258,14321,-4396,1972,5425,-505
1996-08-20,153216,34874,5169,3412,69422,111857,45508,32778,29705,-42435,12730,-1677,1555,4019,-804
1996-08-27,158346,34514,4965,3192,72094,110315,48546,39874,29549,-38221,8672,-360,-204,2672,-1542
1996-09-03,166155,38695,6860,3390,70056,120952,54014,34953,31835,-50896,19061,4181,1895,-2038,10637
1996-09-10,167568,38767,7064,4481,68441,120368,55879,35655,31703,-51927,20224,72,204,-1615,-584
1996-09-17,146927,30057,3621,2777,70332,104864,43761,35665,26436,-34532,8096,-8710,-3443,1891,-15504
1996-09-24,140914,19868,7837,2679,77951,93722,40416,36676,12031,-15771,3740,-10189,4216,7619,-11142
1996-10-01,139385,12057,24990,1863,88191,76022,37274,36510,-12933,12169,764,-7811,17153,10240,-17700
1996-10-08,141694,11187,25714,1553,93059,76814,35895,37613,-14527,16245,-1718,-870,724,4868,792
1996-10-15,143661,12900,24862,1548,93379,79549,35834,37702,-11962,13830,-1868,1713,-852,320,2735
1996-10-22,148198,13361,28367,1598,97149,77774,36090,40459,-15006,19375,-4369,461,3505,3770,-1775
1996-10-29,149252,13820,27884,1663,97648,74449,36121,45256,-14064,23199,-9135,459,-483,499,-3325
1996-11-05,153238,14240,31560,1066,102140,75014,35792,45598,-17320,27126,-9806,420,3676,4492,565
1996-11-12,152292,14280,30164,730,102008,73390,35274,48008,-15884,28618,-12734,40,-1396,-132,-1624
1996-11-19,149027,12619,23477,1120,97307,80817,37981,43613,-10858,16490,-5632,-1661,-6687,-4701,7427
1996-11-26,147666,13105,22010,1197,96785,83048,36579,41411,-8905,13737,-4832,486,-1467,-522,2231
1996-12-03,151990,13856,26096,816,102366,80657,34952,44421,-12240,21709,-9469,751,4086,5581,-2391
1996-12-10,149553,12687,28275,728,99983,75103,36155,45447,-15588,24880,-9292,-1169,2179,-2383,-5554
1996-12-17,152716,12140,16807,485,96510,93253,43581,42171,-4667,3257,1410,-547,-11468,-3473,18150
1996-12-24,149559,14216,10876,1104,94143,100499,40096,37080,3340,-6356,3016,2076,-5931,-2367,7246
1996-12-31,154798,23487,7558,701,87044,110852,43566,35687,15929,-23808,7879,9271,-3318,-7099,10353
1997-01-07,159381,31677,3081,740,79262,119189,47702,36371,28596,-39927,11331,8190,-4477,-7782,8337
1997-01-14,151775,24321,3246,722,82128,106685,44604,41122,21075,-24557,3482,-7356,165,2866,-12504
1997-01-21,156207,19105,16281,744,91540,87821,44818,51361,2824,3719,-6543,-5216,13035,9412,-18864
1997-01-28,154168,12707,26216,400,97717,76909,43344,50643,-13509,20808,-7299,-6398,9935,6177,-10912
1997-02-04,154275,14161,26714,400,95766,78307,43948,48854,-12553,17459,-4906,1454,498,-1951,1398
1997-02-11,146763,13007,21022,1178,88998,82795,43580,41768,-8015,6203,1812,-1154,-5692,-6768,4488
1997-02-18,140667,15488,12498,400,80148,86497,44631,41272,2990,-6349,3359,2481,-8524,-8850,3702
1997-02-25,142884,34859,4887,4,62976,104125,45045,33868,29972,-41149,11177,19371,-7611,-17172,17628
1997-03-04,141181,38835,4697,0,59747,104418,42599,32066,34138,-44671,10533,3976,-190,-3229,293
1997-03-11,149479,37815,5718,303,63415,111529,47946,31929,32097,-48114,16017,-1020,1021,3668,7111
1997-03-18,143856,29958,5484,699,65355,106721,47844,30952,24474,-41366,16892,-7857,-234,1940,-4808
1997-03-25,144303,27086,5791,723,69049,105675,47445,32114,21295,-36626,15331,-2872,307,3694,-1046
1997-04-01,145351,27294,7647,1096,70149,107114,46812,29494,19647,-36965,17318,208,1856,1100,1439
1997-04-08,155298,32213,8024,463,71319,118790,51303,28021,24189,-47471,23282,4919,377,1170,11676
1997-04-15,177789,53990,4331,815,63910,137023,59074,35620,49659,-73113,23454,21777,-3693,-7409,18233
1997-04-22,168552,48600,4431,1890,63187,129666,54875,32565,44169,-66479,22310,-5390,100,-723,-7357
1997-04-29,172340,54853,2318,4582,60052,138521,52853,26919,52535,-78469,25934,6253,-2113,-3135,8855
1997-05-06,146094,40828,2850,3111,55228,113239,46927,26894,37978,-58011,20033,-14025,532,-4824,-25282
1997-05-13,148757,41232,2702,3545,53594,118148,50386,24362,38530,-64554,26024,404,-148,-1634,4909
1997-05-20,148706,41351,2070,3094,53867,118588,50394,24954,39281,-64721,25440,119,-632,273,440
1997-05-27,157010,49040,2884,3090,55933,125464,48947,25572,46156,-69531,23375,7689,814,2066,6876
1997-06-03,174401,63404,3479,4210,53523,138058,53264,28654,59925,-84535,24610,14364,595,-2410,12594
1997-06-10,186251,71421,3744,4572,49300,142345,60958,35590,67677,-93045,25368,8017,265,-4223,4287
1997-06-17,181896,73823,1916,2569,50762,144751,54742,32660,71907,-93989,22082,2402,-1828,1462,2406
1997-06-24,166213,62743,1638,1655,50091,125947,51724,36973,61105,-75856,14751,-11080,-278,-671,-18804
1997-07-01,154483,68448,2029,2071,35142,119821,48822,30562,66419,-84679,18260,5705,391,-14949,-6126
1997-07-08,151623,63078,2004,1719,43050,116610,43776,31290,61074,-73560,12486,-5370,-25,7908,-3211
1997-07-15,152791,60022,2156,1869,45857,113665,45043,35101,57866,-67808,9942,-3056,152,2807,-2945
1997-07-22,177746,76064,1317,2619,42212,139593,56851,34217,74747,-97381,22634,16042,-839,-3645,25928
1997-07-29,190774,81500,3115,1995,47010,149661,60269,36003,78385,-102651,24266,5436,1798,4798,10068
1997-08-05,194684,82140,4360,2409,46997,151130,63138,36785,77780,-104133,26353,640,1245,-13,1469
1997-08-12,187064,75579,6023,3531,50794,140348,57160,37162,69556,-89554,19998,-6561,1663,3797,-10782
1997-08-19,203433,81409,7150,4971,54553,150100,62500,41212,74259,-95547,21288,5830,1127,3759,9752
1997-08-26,203924,81950,7445,5773,56726,152628,59475,38078,74505,-95902,21397,541,295,2173,2528
1997-09-02,202750,78506,6920,5587,57449,154515,61208,35728,71586,-97066,25480,-3444,-525,723,1887
1997-09-09,203063,77762,7302,4650,56449,156100,64202,35011,70460,-99651,29191,-744,382,-1000,1585
1997-09-16,191917,68825,6750,1497,58348,145050,63247,38620,62075,-86702,24627,-8937,-552,1899,-11050
1997-09-23,169941,50359,9384,1141,66400,117965,52041,41451,40975,-51565,10590,-18466,2634,8052,-27085
1997-09-30,160319,48716,22496,2180,65402,99566,44021,36077,26220,-34164,7944,-1643,13112,-998,-18399
1997-10-07,149948,49924,16151,1474,54243,101356,44307,30967,33773,-47113,13340,1208,-6345,-11159,1790
1997-10-14,153491,50015,12629,2232,53025,110139,48219,28491,37386,-57114,19728,91,-3522,-1218,8783
1997-10-21,154854,49546,11066,1976,54873,110914,48459,30898,38480,-56041,17561,-469,-1563,1848,775
1997-10-28,160650,51048,11038,1997,55614,117611,51991,30004,40010,-61997,21987,1502,-28,741,6697
1997-11-04,197655,80091,7067,3235,47844,151059,66485,36294,73024,-103215,30191,29043,-3971,-7770,33448
1997-11-11,204387,85681,6179,2801,47599,158120,68306,37287,79502,-110521,31019,5590,-888,-245,7061
1997-11-18,204499,87140,7655,3322,46335,157888,67702,35634,79485,-111553,32068,1459,1476,-1264,-232
1997-11-25,195015,72733,5431,1919,55238,145758,65125,41907,67302,-90520,23218,-14407,-2224,8903,-12130
1997-12-02,200854,85074,6748,2289,49326,163427,64165,28390,78326,-114101,35775,12341,1317,-5912,17669
1997-12-09,209075,85004,6029,2761,54914,168116,66396,32169,78975,-113202,34227,-70,-719,5588,4689
1997-12-16,199424,70614,5911,1430,67955,149350,59425,42733,64703,-81395,16692,-14390,-118,13041,-18766
1997-12-23,196652,64771,6338,3110,70278,150814,58493,36390,58433,-80536,22103,-5843,427,2323,1464
1997-12-30,197276,63650,5800,3195,70423,152491,60008,35790,57850,-82068,24218,-1121,-538,145,1677
1998-01-06,196715,59811,8864,1533,75311,146225,60060,40093,50947,-70914,19967,-3839,3064,4888,-6266
1998-01-13,203355,47822,27376,1797,95389,129529,58347,44653,20446,-34140,13694,-11989,18512,20078,-16696
1998-01-20,208293,45202,36491,664,103902,119735,58525,51403,8711,-15833,7122,-2620,9115,8513,-9794
1998-01-27,216107,43197,44880,1496,112437,116716,58977,53015,-1683,-4279,5962,-2005,8389,8535,-3019
1998-02-03,214217,42127,46485,1863,108205,113475,62022,52394,-4358,-5270,9628,-1070,1605,-4232,-3241
1998-02-10,215388,42251,50760,1929,112513,111014,58695,51685,-8509,1499,7010,124,4275,4308,-2461
1998-02-17,213063,33386,49130,947,119587,106509,59143,56477,-15744,13078,2666,-8865,-1630,7074,-4505
1998-02-24,209839,26465,54236,1696,121185,104271,60493,49636,-27771,16914,10857,-6921,5106,1598,-2238
1998-03-03,189489,27613,52359,2577,110102,88678,49197,45875,-24746,21424,3322,1148,-1877,-11083,-15593
1998-03-10,193024,18265,52966,3117,123777,86182,47865,50759,-34701,37595,-2894,-9348,607,13675,-2496
1998-03-17,185338,16325,51987,2608,119067,86435,47338,44308,-35662,32632,3030,-1940,-979,-4710,253
1998-03-24,177010,15533,43270,1783,106668,85829,53026,46128,-27737,20839,6898,-792,-8717,-12399,-606
1998-03-31,173188,15844,35935,1682,104493,95573,51169,39998,-20091,8920,11171,311,-7335,-2175,9744
1998-04-07,174361,17438,36491,1672,107173,93348,48078,42850,-19053,13825,5228,1594,556,2680,-2225
1998-04-14,182878,17786,41935,1451,115215,94821,48426,44671,-24149,20394,3755,348,5444,8042,1473
1998-04-21,193182,15406,47650,3430,119541,94675,54805,47427,-32244,24866,7378,-2380,5715,4326,-146
1998-04-28,180654,16611,48873,4578,112492,81413,46973,45790,-32262,31079,1183,1205,1223,-7049,-13262
1998-05-05,176781,15212,49140,6496,111224,77597,43849,43548,-33928,33627,301,-1399,267,-1268,-3816
1998-05-12,168346,15653,40214,5018,106390,83599,41285,39515,-24561,22791,1770,441,-8926,-4834,6002
1998-05-19,167418,16934,38083,4446,106637,84781,39401,40108,-21149,21856,-707,1281,-2131,247,1182
1998-05-26,171412,15968,38431,4459,109633,87879,41352,40643,-22463,21754,709,-966,348,2996,3098
1998-06-02,184244,18365,46143,3963,119361,89317,42555,44821,-27778,30044,-2266,2397,7712,9728,1438
1998-06-09,194794,17327,46633,4774,126662,95774,46031,47613,-29306,30888,-1582,-1038,490,7301,6457
