market,date,oi,nc_l,nc_s,nc_sp,c_l,c_s,nr_l,nr_s,nc_net,c_net,nc_l_chg,nc_s_chg,c_l_chg,c_s_chg
玉米 (CBOT),2014-02-04,1686048,341549,285223,449560,726761,640151,168178,311114,56326,86610,19316,-36726,-11421,44186
玉米 (CBOT),2014-02-11,1729744,348185,256202,480375,734651,679146,166532,314022,91983,55505,6636,-29022,7890,38995
玉米 (CBOT),2014-02-18,1774313,355348,247299,488278,761323,732255,169364,306482,108049,29068,7163,-8903,26672,53110
玉米 (CBOT),2014-02-25,1652554,378628,211575,413259,699192,719178,161475,308543,167053,-19986,23280,-35723,-62131,-13078
玉米 (CBOT),2014-03-04,1689545,395852,171925,450737,687212,768889,155744,297995,223927,-81677,17224,-39650,-11980,49711
玉米 (CBOT),2014-03-11,1727031,417337,143248,454733,698533,823655,156428,305394,274089,-125122,21485,-28677,11321,54767
玉米 (CBOT),2014-03-18,1753857,414132,130011,473943,707949,838626,157833,311277,284121,-130677,-3205,-13237,9416,14971
玉米 (CBOT),2014-03-25,1717075,414549,122852,448764,692577,829478,161185,315980,291697,-136901,417,-7159,-15372,-9148
玉米 (CBOT),2014-04-01,1805037,424315,98971,481107,727430,908195,172185,316765,325344,-180765,9766,-23881,34854,78716
玉米 (CBOT),2014-04-08,1867590,432082,101080,513460,746030,931436,176018,321615,331002,-185406,7767,2109,18600,23241
玉米 (CBOT),2014-04-15,1891052,423712,101245,532431,765324,937739,169586,319638,322467,-172415,-8370,165,19294,6303
玉米 (CBOT),2014-04-22,1866548,414055,107960,538952,752232,899785,161309,319851,306095,-147553,-9657,6714,-13091,-37954
玉米 (CBOT),2014-04-29,1769753,440861,105441,453077,722559,903382,153257,307854,335420,-180823,26806,-2519,-29673,3596
玉米 (CBOT),2014-05-06,1765891,445943,103246,459872,714006,897223,146070,305551,342697,-183217,5082,-2195,-8553,-6159
玉米 (CBOT),2014-05-13,1758862,450258,113674,450872,712736,888752,144996,305565,336584,-176016,4316,10428,-1270,-8471
玉米 (CBOT),2014-05-20,1758904,413001,132801,471731,731430,846425,142741,307947,280200,-114995,-37257,19127,18694,-42327
玉米 (CBOT),2014-05-27,1747759,409703,156318,457711,740057,822088,140288,311642,253385,-82031,-3298,23518,8627,-24337
玉米 (CBOT),2014-06-03,1794142,426937,179369,484074,739517,813488,143615,317212,247568,-73971,17234,23050,-541,-8600
玉米 (CBOT),2014-06-10,1867880,419325,204806,530955,767699,809314,149902,322805,214519,-41615,-7612,25438,28182,-4174
玉米 (CBOT),2014-06-17,1897919,427488,228998,544741,777130,800924,148560,323256,198490,-23794,8163,24192,9431,-8390
玉米 (CBOT),2014-06-24,1756425,433453,255273,444484,729481,742579,149007,314090,178180,-13098,5965,26274,-47649,-58345
玉米 (CBOT),2014-07-01,1753310,423172,265183,456653,725690,724006,147795,307467,157989,1684,-10281,9910,-3792,-18572
玉米 (CBOT),2014-07-08,1829445,432696,264400,503383,750257,740264,143108,321398,168296,9993,9524,-783,24568,16258
玉米 (CBOT),2014-07-15,1941894,422138,271658,601079,766566,735304,152111,333854,150480,31262,-10557,7258,16309,-4961
玉米 (CBOT),2014-07-22,2018482,417980,285605,653052,788915,738764,158535,341061,132375,50151,-4158,13947,22349,3460
玉米 (CBOT),2014-07-29,2003405,437369,317553,621455,783085,727434,161495,336962,119816,55651,19389,31948,-5830,-11329
玉米 (CBOT),2014-08-05,2024097,456345,323699,637613,769142,724703,160997,338082,132646,44439,18975,6146,-13943,-2731
玉米 (CBOT),2014-08-12,2008552,457262,330511,625262,764749,721756,161279,331022,126751,42993,917,6812,-4394,-2948
玉米 (CBOT),2014-08-19,1976604,451930,314609,620434,745941,709446,158299,332114,137321,36495,-5332,-15902,-18808,-12309
玉米 (CBOT),2014-08-26,1755681,451555,319764,478717,666882,621467,158527,335733,131791,45415,-375,5155,-79059,-87979
玉米 (CBOT),2014-09-02,1735823,459508,314384,482085,651676,610130,142553,329223,145124,41546,7953,-5379,-15206,-11337
玉米 (CBOT),2014-09-09,1831840,455159,312447,556997,673565,618778,146119,343618,142712,54787,-4349,-1937,21889,8648
玉米 (CBOT),2014-09-16,1877009,456599,306656,596723,674467,633087,149220,340543,149943,41380,1439,-5791,902,14308
玉米 (CBOT),2014-09-23,1969520,451043,302819,671510,694094,639807,152874,355383,148224,54287,-5556,-3837,19627,6721
玉米 (CBOT),2014-09-30,1931406,464915,307657,620850,691285,643778,154356,359121,157258,47507,13873,4838,-2809,3971
玉米 (CBOT),2014-10-07,1893351,458371,317684,583246,688218,662873,163516,329548,140687,25345,-6544,10027,-3067,19094
玉米 (CBOT),2014-10-14,1899171,450821,288889,599629,689659,685157,159063,325496,161932,4502,-7550,-28795,1441,22285
玉米 (CBOT),2014-10-21,1906785,443358,250249,615219,691040,711694,157168,329623,193109,-20654,-7462,-38640,1381,26537
玉米 (CBOT),2014-10-28,1848632,434558,215536,580587,681601,729283,151886,323227,219022,-47682,-8800,-34714,-9439,17589
玉米 (CBOT),2014-11-04,1895470,452397,190683,597617,700827,774582,144628,332588,261714,-73755,17839,-24853,19226,45300
玉米 (CBOT),2014-11-11,1916672,448148,166240,626281,686293,793975,155950,330176,281908,-107682,-4249,-24443,-14534,19392
玉米 (CBOT),2014-11-18,1916328,455622,167182,608524,698986,819922,153195,320700,288440,-120936,7474,941,12693,25947
玉米 (CBOT),2014-11-25,1546770,442406,150871,357092,603196,736376,144076,302431,291535,-133180,-13216,-16310,-95790,-83546
玉米 (CBOT),2014-12-02,1536954,440954,153274,364174,602521,723163,129305,296343,287680,-120642,-1452,2403,-675,-13213
玉米 (CBOT),2014-12-09,1569234,451815,132255,368593,606710,777088,142116,291297,319560,-170378,10861,-21019,4189,53925
玉米 (CBOT),2014-12-16,1619574,443124,119144,409208,627071,808859,140171,282363,323980,-181788,-8691,-13111,20361,31771
玉米 (CBOT),2014-12-23,1637415,436960,106464,428134,631761,824706,140560,278110,330496,-192945,-6164,-12680,4690,15847
玉米 (CBOT),2014-12-30,1584175,432526,113059,382835,630769,809199,138045,279082,319467,-178430,-4433,6595,-992,-15507
玉米 (CBOT),2015-01-06,1633720,436179,129180,403619,659940,814718,133981,286202,306999,-154778,3653,16121,29172,5520
玉米 (CBOT),2015-01-13,1685156,435138,152697,428283,690333,802596,131401,301579,282441,-112263,-1041,23517,30393,-12122
玉米 (CBOT),2015-01-20,1716624,433185,164316,444405,706656,806867,132379,301037,268869,-100211,-1953,11618,16323,4271
玉米 (CBOT),2015-01-27,1689411,410722,162384,440688,706356,776642,131645,309696,248338,-70286,-22463,-1931,-299,-30225
玉米 (CBOT),2015-02-03,1758303,402871,203021,473384,739943,781250,142105,300648,199850,-41307,-7851,40636,33587,4608
玉米 (CBOT),2015-02-10,1768289,378486,185866,485835,756600,797800,147368,298788,192620,-41200,-24385,-17155,16657,16550
玉米 (CBOT),2015-02-17,1778873,362857,189511,494060,775141,802269,146815,293033,173346,-27128,-15628,3645,18540,4469
玉米 (CBOT),2015-02-24,1621404,359908,205950,418339,697386,712033,145772,285082,153958,-14647,-2950,16439,-77755,-90236
玉米 (CBOT),2015-03-03,1610985,353336,221264,425519,691956,692573,140173,271628,132072,-617,-6571,15315,-5430,-19460
玉米 (CBOT),2015-03-10,1642332,344752,235982,438154,719551,697307,139875,270890,108770,22244,-8584,14717,27595,4734
玉米 (CBOT),2015-03-17,1778928,348889,312778,499709,780738,691165,149593,275276,36111,89573,4137,76796,61186,-6142
玉米 (CBOT),2015-03-24,1806955,350489,282438,512921,789078,747900,154467,263695,68051,41178,1600,-30340,8340,56735
玉米 (CBOT),2015-03-31,1807763,335392,257724,504497,815698,773824,152176,271717,77668,41874,-15096,-24713,26620,25924
玉米 (CBOT),2015-04-07,1809465,325185,255420,528804,802881,757204,152595,268037,69765,45677,-10207,-2304,-12817,-16620
玉米 (CBOT),2015-04-14,1875432,324952,313634,557596,829559,730289,163325,273913,11318,99270,-233,58214,26678,-26915
玉米 (CBOT),2015-04-21,1851654,316779,328185,546514,829644,705746,158718,271209,-11406,123898,-8173,14551,85,-24543
玉米 (CBOT),2015-04-28,1770937,341175,370585,504738,766425,623231,158599,272384,-29410,143194,24396,42400,-63219,-82515
玉米 (CBOT),2015-05-05,1817160,355985,415496,508343,796306,627260,156526,266062,-59511,169046,14810,44911,29880,4029
玉米 (CBOT),2015-05-12,1839894,377177,434832,494417,807398,647652,160902,262993,-57655,159746,21192,19337,11093,20392
玉米 (CBOT),2015-05-19,1899696,385315,461629,512446,840196,664902,161739,260719,-76314,175294,8138,26797,32798,17250
玉米 (CBOT),2015-05-26,1940073,396161,475628,522257,853087,671202,168568,270986,-79467,181885,10846,13998,12891,6300
玉米 (CBOT),2015-06-02,1967101,393348,478471,537597,864292,688067,171865,262966,-85123,176225,-2813,2844,11205,16865
玉米 (CBOT),2015-06-09,1982262,389461,428041,570002,852944,711972,169855,272246,-38580,140972,-3887,-50430,-11348,23905
玉米 (CBOT),2015-06-16,2015048,386508,463947,589128,866155,692934,173256,269038,-77439,173221,-2954,35905,13211,-19038
玉米 (CBOT),2015-06-23,1985010,379930,422893,580218,850833,724223,174029,257676,-42963,126610,-6578,-41054,-15322,31289
玉米 (CBOT),2015-06-30,1872560,409609,298434,542576,755035,763798,165340,267751,111175,-8763,29679,-124458,-95798,39575
玉米 (CBOT),2015-07-07,1892372,418567,193165,581366,735150,832265,157288,285575,225402,-97115,8959,-105270,-19885,68467
玉米 (CBOT),2015-07-14,1953234,428872,155807,622351,740504,893859,161506,281217,273065,-153355,10305,-37358,5354,61594
玉米 (CBOT),2015-07-21,1975488,462239,122620,616583,744327,944070,152337,292214,339619,-199743,33367,-33187,3824,50211
玉米 (CBOT),2015-07-28,1867692,433801,127493,552749,729108,897619,152034,289831,306308,-168511,-28438,4873,-15220,-46451
玉米 (CBOT),2015-08-04,1917728,420084,187000,585775,759874,864587,151995,280366,233084,-104713,-13717,59507,30766,-33033
玉米 (CBOT),2015-08-11,1938783,409825,231724,587514,783364,854819,158081,264727,178101,-71455,-10259,44724,23490,-9768
玉米 (CBOT),2015-08-18,1912247,399349,255298,565817,793068,828232,154013,262899,144051,-35164,-10476,23574,9704,-26586
玉米 (CBOT),2015-08-25,1685206,387400,236099,409653,740271,774910,147882,264545,151301,-34639,-11949,-19200,-52796,-53323
玉米 (CBOT),2015-09-01,1641364,385270,236112,412965,702225,740910,140905,251378,149158,-38685,-2130,13,-38046,-34000
玉米 (CBOT),2015-09-08,1682121,382116,272358,426444,725231,733172,148330,250147,109758,-7941,-3154,36246,23006,-7738
玉米 (CBOT),2015-09-15,1700758,394910,255589,428904,717856,774406,159088,241859,139321,-56550,12794,-16769,-7375,41234
玉米 (CBOT),2015-09-22,1726114,391339,255225,452807,725124,777761,156845,240321,136114,-52637,-3571,-364,7268,3355
玉米 (CBOT),2015-09-29,1720579,393812,258360,426874,737385,798456,162507,236889,135452,-61071,2474,3135,12261,20695
玉米 (CBOT),2015-10-06,1734290,409924,222458,414157,743475,860314,166735,237361,187466,-116839,16111,-35902,6090,61858
玉米 (CBOT),2015-10-13,1698898,383776,227211,419517,733304,811708,162301,240462,156565,-78404,-26148,4753,-10170,-48606
玉米 (CBOT),2015-10-20,1731746,366488,262319,446828,754306,779159,164124,243439,104169,-24853,-17288,35108,21002,-32549
玉米 (CBOT),2015-10-27,1699940,368904,259632,416317,744367,783232,170352,240759,109272,-38865,2416,-2688,-9939,4073
玉米 (CBOT),2015-11-03,1742154,368419,264335,442718,757020,795008,173997,240093,104084,-37988,-485,4703,12653,11777
玉米 (CBOT),2015-11-10,1841342,341682,319987,513223,796943,751914,189493,256218,21695,45029,-26737,55652,39923,-43094
玉米 (CBOT),2015-11-17,1835757,320670,332604,521752,807606,739408,185729,241993,-11934,68198,-21012,12618,10663,-12506
玉米 (CBOT),2015-11-24,1569546,312288,335519,356516,718753,654777,181989,222733,-23231,63976,-8382,2915,-88853,-84631
玉米 (CBOT),2015-12-01,1564356,322975,329652,353411,716539,674846,171431,206447,-6677,41693,10687,-5867,-2214,20069
玉米 (CBOT),2015-12-08,1555113,317782,305313,356571,709878,688845,170881,204384,12469,21033,-5192,-24340,-6661,13999
玉米 (CBOT),2015-12-15,1544832,317735,273595,359930,699568,706038,167599,205269,44140,-6470,-47,-31718,-10310,17193
玉米 (CBOT),2015-12-22,1586524,305043,301324,379410,729920,696006,172150,209784,3719,33914,-12692,27729,30352,-10032
玉米 (CBOT),2015-12-29,1595753,311342,362254,368238,738044,652565,178129,212697,-50912,85479,6299,60930,8124,-43441
玉米 (CBOT),2016-01-05,1664511,317472,399847,395988,760416,646750,190635,221926,-82375,113666,6130,37593,22372,-5814
玉米 (CBOT),2016-01-12,1718119,310922,423197,443621,767030,632723,196545,218577,-112275,134307,-6550,23351,6614,-14028
玉米 (CBOT),2016-01-19,1725214,309685,392806,457670,765539,657575,192319,217163,-83121,107964,-1237,-30391,-1491,24852
玉米 (CBOT),2016-01-26,1664876,306449,317107,439776,738623,690274,180028,217719,-10658,48349,-3236,-75699,-26917,32699
玉米 (CBOT),2016-02-02,1690543,323481,310328,433262,747656,723452,186144,223501,13153,24204,17032,-6778,9034,33178
玉米 (CBOT),2016-02-09,1747003,315557,352715,453099,779598,694372,198748,246817,-37158,85226,-7924,42386,31942,-29080
玉米 (CBOT),2016-02-16,1749401,314395,383818,457166,787532,680412,190309,228005,-69423,107120,-1163,31103,7934,-13960
玉米 (CBOT),2016-02-23,1622002,318227,380210,377430,738175,636301,188170,228062,-61983,101874,3833,-3608,-49357,-44112
玉米 (CBOT),2016-03-01,1630381,312061,440093,387799,746142,588155,184379,214333,-128032,157987,-6166,59883,7967,-48146
玉米 (CBOT),2016-03-08,1687116,311610,465907,410333,764363,598497,200810,212379,-154297,165866,-451,25814,18221,10342
玉米 (CBOT),2016-03-15,1714437,317890,434727,427046,766988,641276,202513,211388,-116837,125712,6280,-31180,2625,42778
玉米 (CBOT),2016-03-22,1710319,324983,402088,429084,756304,665800,199949,213348,-77105,90504,7092,-32639,-10684,24524
玉米 (CBOT),2016-03-29,1699627,330949,360425,409604,758081,704992,200993,224606,-29476,53089,5966,-41663,1778,39192
玉米 (CBOT),2016-04-05,1850969,320129,417983,474554,845877,710249,210409,248184,-97854,135628,-10820,57557,87796,5257
玉米 (CBOT),2016-04-12,1886803,329780,389978,493855,854529,759633,208639,243338,-60198,94896,9651,-28005,8652,49384
玉米 (CBOT),2016-04-19,1937677,353865,284103,532466,845672,880004,205674,241105,69762,-34332,24085,-105875,-8857,120371
玉米 (CBOT),2016-04-26,1850214,393655,210691,484432,784786,908609,187341,246482,182964,-123823,39790,-73412,-60887,28605
玉米 (CBOT),2016-05-03,1811506,388200,211542,472573,773450,888137,177284,239254,176658,-114687,-5455,851,-11336,-20472
玉米 (CBOT),2016-05-10,1787262,359208,224817,470822,777440,857277,179792,234345,134391,-79837,-28992,13275,3991,-30860
玉米 (CBOT),2016-05-17,1828693,368157,220640,478456,792714,894022,189366,235576,147517,-101308,8949,-4178,15274,36744
玉米 (CBOT),2016-05-24,1840059,382292,205347,468156,799699,925760,189912,240797,176945,-126061,14135,-15293,6985,31738
玉米 (CBOT),2016-05-31,1866861,415608,168511,502249,758738,941514,190267,254588,247097,-182776,33316,-36836,-40961,15754
玉米 (CBOT),2016-06-07,2006083,473748,147105,559005,769013,1027940,204317,272034,326643,-258927,58140,-21406,10276,86426
玉米 (CBOT),2016-06-14,2088225,504506,131063,613171,766079,1064951,204469,279041,373443,-298872,30758,-16042,-2935,37011
玉米 (CBOT),2016-06-21,2045819,498681,153972,569759,798363,1040850,179016,281238,344709,-242487,-5826,22909,32285,-24101
玉米 (CBOT),2016-06-28,1770114,428071,137754,442580,726926,932367,172537,257413,290317,-205441,-70610,-16218,-71437,-108483
玉米 (CBOT),2016-07-05,1788889,377259,164578,496282,749548,865313,165800,262716,212681,-115765,-50812,26824,22622,-67054
玉米 (CBOT),2016-07-12,1805645,343600,217225,514465,771482,816737,176097,257217,126375,-45255,-33658,52647,21934,-48576
玉米 (CBOT),2016-07-19,1826301,339081,235431,545426,766168,789853,175626,255591,103650,-23685,-4520,18206,-5314,-26884
玉米 (CBOT),2016-07-26,1759784,325132,264730,500517,752848,735409,181287,259128,60402,17439,-13949,29300,-13320,-54444
玉米 (CBOT),2016-08-02,1812322,325461,304173,533615,768838,715611,184408,258923,21288,53227,329,39442,15990,-19798
玉米 (CBOT),2016-08-09,1846059,323003,341793,539842,789964,705741,193249,258683,-18790,84223,-2458,37620,21126,-9870
玉米 (CBOT),2016-08-16,1885260,329405,370258,561183,798422,703718,196251,250101,-40853,94704,6401,28465,8458,-2023
玉米 (CBOT),2016-08-23,1889384,353915,384605,553079,793686,703583,188705,248117,-30690,90103,24510,14347,-4736,-135
玉米 (CBOT),2016-08-30,1708372,348838,401462,444033,732162,615854,183338,247022,-52624,116308,-5076,16857,-61523,-87729
玉米 (CBOT),2016-09-06,1717881,335036,418539,445711,747276,621698,189858,231933,-83503,125578,-13802,17077,15114,5844
玉米 (CBOT),2016-09-13,1698121,339007,381321,446624,730813,624433,181677,245743,-42314,106380,3970,-37218,-16463,2735
玉米 (CBOT),2016-09-20,1706158,343339,394528,445389,728511,634636,188919,231604,-51189,93875,4332,13207,-2302,10203
玉米 (CBOT),2016-09-27,1707593,331663,404722,440569,744074,618420,191287,243881,-73059,125654,-11676,10194,15563,-16216
玉米 (CBOT),2016-10-04,1707470,345004,392893,438182,723277,642507,201006,233888,-47889,80770,13341,-11830,-20796,24087
玉米 (CBOT),2016-10-11,1705598,336798,355982,458823,712929,655988,197048,234805,-19184,56941,-8205,-36910,-10348,13482
玉米 (CBOT),2016-10-18,1730859,362193,316393,467845,699857,704699,200964,241922,45800,-4842,25395,-39590,-13073,48711
玉米 (CBOT),2016-10-25,1724477,370569,318580,458307,700225,702588,195376,245002,51989,-2363,8376,2188,368,-2111
玉米 (CBOT),2016-11-01,1761458,385466,316922,462971,720661,731878,192360,249687,68544,-11217,14897,-1658,20437,29290
玉米 (CBOT),2016-11-08,1751431,394870,288712,443649,715198,772500,197715,246570,106158,-57302,9404,-28210,-5464,40622
玉米 (CBOT),2016-11-15,1811606,354024,317854,468966,792585,775320,196032,249467,36170,17265,-40846,29142,77388,2820
玉米 (CBOT),2016-11-22,1757622,354711,291624,459908,749909,766155,193093,239934,63087,-16246,688,-26230,-42676,-9165
玉米 (CBOT),2016-11-29,1479941,358851,296982,292055,656235,671508,172801,219397,61869,-15273,4139,5357,-93675,-94648
玉米 (CBOT),2016-12-06,1482575,344422,288195,318780,640175,662632,179198,212968,56227,-22457,-14428,-8787,-16060,-8876
玉米 (CBOT),2016-12-13,1483182,347469,289354,319571,640558,661734,175585,212523,58115,-21176,3046,1160,383,-897
玉米 (CBOT),2016-12-20,1494211,335452,308007,326803,654166,639460,177790,219941,27445,14706,-12017,18653,13608,-22274
玉米 (CBOT),2016-12-27,1497392,331673,326362,322665,657885,634917,185170,213449,5311,22968,-3780,18355,3719,-4544
玉米 (CBOT),2017-01-03,1525508,342784,320023,342819,651259,652820,188646,209845,22761,-1561,11111,-6339,-6626,17904
